price,surname,firstName,team,position,points2023,played2023,avg2023
40000,GARBIN,Sophie,Magpies,GA/GS,405,7,57.86
60000,GARDNER,Macy,Firebirds,C/WA,400,6,66.67
80000,GARRETT,Matilda,Thunderbirds,GD,591,7,84.43
120000,GLASGOW,Sasha,Fever,GA/GS,899,7,128.43
80000,HADLEY,Paige,Swifts,C/WA,627,7,89.57
80000,HARTEN,Jo,GIANTS,GA/GS,490,6,81.67
100000,HAY,Maddie,GIANTS,WA,643,6,107.17
45000,HINCHLIFFE,Maddie,Magpies,WD/C,156,4,39
95000,HORJUS,Georgie,Thunderbirds,WA/GA,622,7,88.86
120000,HOUSBY,Helen,Swifts,GA/GS,905,7,129.29
50000,JENNER,Kim,Fever,GK/GD,293,6,48.83
70000,JOVIC,Molly,Magpies,C,474,7,67.71
65000,KAMO,Remi,Firebirds,GK/GD,562,7,80.29
80000,KLAU,Sarah,Swifts,GK/GD,640,7,91.43
105000,KOENEN,Cara,Lightning,GA/GS,777,7,111
100000,KUMWENDA,Mwai,Vixens,GA/GS,739,7,105.57
35000,LETHERBARROW,Matisse,GIANTS,GA/GS,148,2,74
50000,LEWIS,Olivia,Vixens,GK,338,6,56.33
65000,MANNIX,Emily,Vixens,GK,379,6,63.17
55000,MCDONELL,Matilda,GIANTS,GK,338,7,48.29
100000,MENTOR,Geva,Magpies,GK,760,7,108.57
65000,MILLER,Annie,Lightning,C/WA,512,7,73.14
55000,MOLONEY,Kate,Vixens,WD/C,464,7,66.29
40000,MOORE,Lauren,GIANTS,GD/WD,250,5,50
50000,MOORE,Emily,Firebirds,GA/GS,360,6,60
55000,MUNDY,Hannah,Vixens,C/WA,302,5,60.4
40000,NANKIVELL,Maisie,Thunderbirds,C/WA,139,4,34.75
95000,NELSON,Shimona,Magpies,GS,771,7,110.14
45000,NEWTON,Jacqui,Magpies,GK/GD,111,3,37
40000,O'SHANNASSY,Teigan,Swifts,GK/GD,168,4,42
105000,PARMENTER,Amy,GIANTS,WD/C,707,7,101
50000,PETTY,Hannah,Thunderbirds,WD/C,223,5,44.6
105000,PRETORIUS,Karla,Lightning,GD,731,7,104.43
110000,PRICE,Jamie-Lee,GIANTS,WD/C,807,7,115.29
115000,PROUD,Maddy,Swifts,C/WA,828,7,118.29
70000,RAVAILLION,Kim,Firebirds,C,517,7,73.86
55000,SAMASON,Rahni,Vixens,GA/GS,,,
75000,SCHERIAN,Laura,Lightning,C/WA,569,7,81.29
70000,SIMMONS,Verity,Fever,C/WA,510,7,72.86
55000,SIMPSON,Gabi,Firebirds,WD,403,7,57.57
30000,SINGLETON,Kelly,Magpies,GA,115,4,28.75
30000,SLIGAR,Amy,GIANTS,WD/C,82,2,41
35000,SMITH,Allie,Swifts,GD/WD,284,7,40.57
155000,STERLING,Shamera,Thunderbirds,GK,1202,7,171.71
65000,STOWER,Mia,Firebirds,GA,457,7,65.29
135000,TEAGUE-NEELD,Alice,Fever,WA/GA,1029,7,147
65000,TURNER,Maddy,Swifts,GD/WD,458,7,65.43
30000,UNIE,Ashlee,Firebirds,GD/WD,105,3,35
30000,VEVE,Hulita,Firebirds,WD/C,,,
90000,WALLACE,Sam,Swifts,GS,,,
115000,WALLAM,Donnell,Firebirds,GS,808,7,115.43
105000,WARD,Jodi-Ann,Magpies,GD/WD,855,7,122.14
110000,WATSON,Liz,Vixens,C/WA,777,7,111
85000,WESTON,Jo,Vixens,GD/WD,552,6,92
65000,WILLIAMS,Tayla,Thunderbirds,C/WA,572,7,81.71
105000,WILSON,Latanya,Thunderbirds,GD/WD,767,7,109.57
125000,WOOD,Steph,Lightning,WA/GA,974,7,139.14
